index,num_trials,num_successes,volume_quality,epsilon_quality,grasp_fnm
315,10,10,0.0,-1.0,grasp_0315.npy
316,10,0,0.09122795216967336,0.004116829654345844,grasp_0316.npy
317,10,10,0.028305401500658706,0.0088433920621903,grasp_0317.npy
318,10,9,0.0,-1.0,grasp_0318.npy
319,10,10,0.03998786987488866,0.0020151888215949113,grasp_0319.npy
320,10,10,0.15281700157591213,0.023728949084593984,grasp_0320.npy
321,10,10,0.0,-1.0,grasp_0321.npy
322,10,10,0.07500226797868861,0.016309196482839947,grasp_0322.npy
323,10,0,0.0,-1.0,grasp_0323.npy
324,10,10,0.11690514850331693,0.02230541287736508,grasp_0324.npy
